11/24/2017,0.0
11/27/2017,0.0
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.0
12/01/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
12/14/2017,0.0
12/15/2017,0.0
12/18/2017,0.0
12/19/2017,0.0
12/20/2017,0.0
12/21/2017,0.0
12/22/2017,0.0
12/25/2017,0.0
12/26/2017,0.0
12/27/2017,0.0
12/28/2017,0.0
12/29/2017,0.0
01/01/2018,0.0
01/02/2018,0.0
01/03/2018,0.0
01/04/2018,0.0
01/05/2018,0.0
01/08/2018,0.0
01/09/2018,0.0
01/10/2018,0.0
01/11/2018,0.0
01/12/2018,0.0
01/15/2018,0.0
01/16/2018,0.0
01/17/2018,0.0
01/18/2018,0.0
01/19/2018,0.0
01/22/2018,0.0
01/23/2018,0.0
01/24/2018,0.0
01/25/2018,0.0
01/26/2018,0.0
01/29/2018,0.0
01/30/2018,0.0
01/31/2018,0.0
02/01/2018,0.0
02/02/2018,0.0
02/05/2018,0.0
02/06/2018,0.0
02/07/2018,0.0
02/08/2018,0.0
02/09/2018,0.0
02/12/2018,0.0
02/13/2018,0.0
02/14/2018,0.0
02/15/2018,0.0
02/16/2018,0.0
02/19/2018,0.0
02/20/2018,0.0
02/21/2018,0.0
02/22/2018,0.0
02/23/2018,0.0
02/26/2018,0.0
02/27/2018,0.0
02/28/2018,0.0
03/01/2018,0.0
03/02/2018,0.0
03/05/2018,0.0
03/06/2018,0.0
03/07/2018,0.0
03/08/2018,0.0
03/09/2018,0.0
03/12/2018,0.0
03/13/2018,0.0
03/14/2018,0.0
03/15/2018,0.0
03/16/2018,0.0
03/19/2018,0.0
03/20/2018,0.0
03/21/2018,0.0
03/22/2018,0.0
03/23/2018,0.0
03/26/2018,0.0
03/27/2018,0.0
03/28/2018,0.0
03/29/2018,0.0
03/30/2018,0.0
04/02/2018,0.0
04/03/2018,0.0
04/04/2018,0.0
04/05/2018,0.0
04/06/2018,0.0
04/09/2018,0.0
04/10/2018,0.0
04/11/2018,0.0
04/12/2018,0.0
